epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.71565,0.36817,1,1,0.34167,0.000233897,0.000233897,0.000233897
2,4.84907,0.06622,1,1,0.3161,0.000467225,0.000467225,0.000467225
3,6.73451,0.01916,0.99145,1,0.31702,0.000695841,0.000695841,0.000695841
4,8.58963,0.01493,1,1,0.31458,0.000692794,0.000692794,0.000692794
5,10.4738,0.00817,1,1,0.31335,0.000685726,0.000685726,0.000685726
6,12.3447,0.00811,1,1,0.31335,0.000678657,0.000678657,0.000678657
7,14.2141,0.00638,1,1,0.31323,0.000671588,0.000671588,0.000671588
8,16.0841,0.00441,1,1,0.31323,0.00066452,0.00066452,0.00066452
9,17.9505,0.00737,1,1,0.31335,0.000657451,0.000657451,0.000657451
10,19.8581,0.00977,1,1,0.31329,0.000650383,0.000650383,0.000650383
11,21.7472,0.01398,1,1,0.31335,0.000643314,0.000643314,0.000643314
12,23.7029,0.00941,0.99145,1,0.31671,0.000636245,0.000636245,0.000636245
13,25.5994,0.00899,1,1,0.31366,0.000629177,0.000629177,0.000629177
14,27.5148,0.00487,1,1,0.31323,0.000622108,0.000622108,0.000622108
15,29.4189,0.00205,1,1,0.31323,0.00061504,0.00061504,0.00061504
16,31.3276,0.00141,1,1,0.31323,0.000607971,0.000607971,0.000607971
17,33.2299,0.00635,1,1,0.31323,0.000600902,0.000600902,0.000600902
18,35.1195,0.00432,1,1,0.31323,0.000593834,0.000593834,0.000593834
19,36.9995,0.00526,1,1,0.31366,0.000586765,0.000586765,0.000586765
20,38.8904,0.00198,1,1,0.31329,0.000579697,0.000579697,0.000579697
21,40.8008,0.00486,1,1,0.31335,0.000572628,0.000572628,0.000572628
22,42.676,0.00392,1,1,0.31323,0.000565559,0.000565559,0.000565559
23,44.5912,0.00526,1,1,0.31323,0.000558491,0.000558491,0.000558491
24,46.5014,0.00375,1,1,0.31323,0.000551422,0.000551422,0.000551422
25,48.404,0.00655,1,1,0.31342,0.000544354,0.000544354,0.000544354
26,50.3009,0.00225,1,1,0.31335,0.000537285,0.000537285,0.000537285
27,52.1916,0.00404,1,1,0.31329,0.000530216,0.000530216,0.000530216
28,54.0875,0.00196,1,1,0.31323,0.000523148,0.000523148,0.000523148
29,55.9963,0.00181,1,1,0.31342,0.000516079,0.000516079,0.000516079
30,57.8971,0.00121,1,1,0.31403,0.000509011,0.000509011,0.000509011
31,59.7836,0.00549,1,1,0.31329,0.000501942,0.000501942,0.000501942
32,61.7143,0.00443,1,1,0.31323,0.000494873,0.000494873,0.000494873
33,63.6935,0.0073,1,1,0.31323,0.000487805,0.000487805,0.000487805
34,65.5981,0.00529,1,1,0.31342,0.000480736,0.000480736,0.000480736
35,67.4978,0.00094,1,1,0.31335,0.000473668,0.000473668,0.000473668
36,69.3918,0.00414,1,1,0.31372,0.000466599,0.000466599,0.000466599
37,71.2681,0.01849,1,1,0.31348,0.00045953,0.00045953,0.00045953
38,73.1648,0.00426,1,1,0.31366,0.000452462,0.000452462,0.000452462
39,75.0305,0.00162,1,1,0.31348,0.000445393,0.000445393,0.000445393
40,76.9338,0.00129,1,1,0.31335,0.000438325,0.000438325,0.000438325
41,78.8182,0.00262,1,1,0.31323,0.000431256,0.000431256,0.000431256
42,80.7065,0.00056,1,1,0.31323,0.000424187,0.000424187,0.000424187
43,82.619,0.00143,1,1,0.31323,0.000417119,0.000417119,0.000417119
44,84.5084,0.00203,1,1,0.31348,0.00041005,0.00041005,0.00041005
45,86.3838,0.00049,1,1,0.31329,0.000402982,0.000402982,0.000402982
46,88.3034,0.00017,1,1,0.31323,0.000395913,0.000395913,0.000395913
47,90.1781,0.00049,1,1,0.31329,0.000388844,0.000388844,0.000388844
48,92.092,0.00236,1,1,0.31323,0.000381776,0.000381776,0.000381776
49,93.9997,0.00416,1,1,0.31323,0.000374707,0.000374707,0.000374707
50,95.8943,0.00149,1,1,0.31323,0.000367639,0.000367639,0.000367639
51,97.7938,0.00053,1,1,0.31323,0.00036057,0.00036057,0.00036057
52,99.6733,0.003,1,1,0.31323,0.000353501,0.000353501,0.000353501
53,101.581,0.00032,1,1,0.31323,0.000346433,0.000346433,0.000346433
54,103.482,0.00077,1,1,0.31323,0.000339364,0.000339364,0.000339364
55,105.346,0.00034,1,1,0.31323,0.000332296,0.000332296,0.000332296
56,107.264,0.00112,1,1,0.31323,0.000325227,0.000325227,0.000325227
57,109.149,0.00031,1,1,0.31323,0.000318158,0.000318158,0.000318158
58,111.051,0.00031,1,1,0.31323,0.00031109,0.00031109,0.00031109
59,112.982,0.0009,1,1,0.31323,0.000304021,0.000304021,0.000304021
60,114.87,0.00025,1,1,0.31323,0.000296953,0.000296953,0.000296953
61,116.767,0.00013,1,1,0.31323,0.000289884,0.000289884,0.000289884
62,118.659,0.00028,1,1,0.31323,0.000282815,0.000282815,0.000282815
63,120.573,0.0003,1,1,0.31323,0.000275747,0.000275747,0.000275747
64,122.492,0.00027,1,1,0.31323,0.000268678,0.000268678,0.000268678
65,124.402,0.00023,1,1,0.31323,0.00026161,0.00026161,0.00026161
66,126.29,0.00049,1,1,0.31323,0.000254541,0.000254541,0.000254541
67,128.174,0.00083,1,1,0.31329,0.000247472,0.000247472,0.000247472
68,130.076,0.00014,1,1,0.31329,0.000240404,0.000240404,0.000240404
69,131.977,0.00038,1,1,0.31329,0.000233335,0.000233335,0.000233335
70,133.878,0.00151,1,1,0.31323,0.000226267,0.000226267,0.000226267
71,135.819,0.00113,1,1,0.31323,0.000219198,0.000219198,0.000219198
72,137.729,0.00017,1,1,0.31323,0.000212129,0.000212129,0.000212129
73,139.613,0.00275,1,1,0.31323,0.000205061,0.000205061,0.000205061
74,141.544,0.00039,1,1,0.31323,0.000197992,0.000197992,0.000197992
75,143.453,0.00396,1,1,0.31323,0.000190924,0.000190924,0.000190924
76,145.37,0.00222,1,1,0.31323,0.000183855,0.000183855,0.000183855
77,147.253,0.0002,1,1,0.31323,0.000176786,0.000176786,0.000176786
78,149.158,0.00055,1,1,0.31323,0.000169718,0.000169718,0.000169718
79,151.048,0.00024,1,1,0.31323,0.000162649,0.000162649,0.000162649
80,152.958,0.00019,1,1,0.31323,0.000155581,0.000155581,0.000155581
81,154.873,0.00017,1,1,0.31323,0.000148512,0.000148512,0.000148512
82,156.789,0.00057,1,1,0.31329,0.000141443,0.000141443,0.000141443
83,158.715,0.00029,1,1,0.31323,0.000134375,0.000134375,0.000134375
84,160.614,0.00078,1,1,0.31323,0.000127306,0.000127306,0.000127306
85,162.508,0.00013,1,1,0.31323,0.000120238,0.000120238,0.000120238
86,164.44,0.00028,1,1,0.31323,0.000113169,0.000113169,0.000113169
87,166.332,0.00041,1,1,0.31323,0.0001061,0.0001061,0.0001061
88,168.235,7e-05,1,1,0.31323,9.90318e-05,9.90318e-05,9.90318e-05
89,170.141,8e-05,1,1,0.31323,9.19632e-05,9.19632e-05,9.19632e-05
90,172.023,0.00017,1,1,0.31329,8.48946e-05,8.48946e-05,8.48946e-05
91,174.312,0.00056,1,1,0.31323,7.7826e-05,7.7826e-05,7.7826e-05
92,176.286,0.00011,1,1,0.31323,7.07574e-05,7.07574e-05,7.07574e-05
93,178.211,0.00014,1,1,0.31323,6.36888e-05,6.36888e-05,6.36888e-05
94,180.126,0.00111,1,1,0.31323,5.66202e-05,5.66202e-05,5.66202e-05
95,182.045,0.00269,1,1,0.31323,4.95516e-05,4.95516e-05,4.95516e-05
96,183.939,8e-05,1,1,0.31323,4.2483e-05,4.2483e-05,4.2483e-05
97,185.839,0.00017,1,1,0.31323,3.54144e-05,3.54144e-05,3.54144e-05
98,187.764,0.00129,1,1,0.31323,2.83458e-05,2.83458e-05,2.83458e-05
99,189.682,0.00114,1,1,0.31323,2.12772e-05,2.12772e-05,2.12772e-05
100,191.608,0.00028,1,1,0.31323,1.42086e-05,1.42086e-05,1.42086e-05
